Text,Audio_File
by him in his Cas.  is not signed by any partner of the accused firm. That he cannot answer who has signed the settlement which,audio_44_98.mp3
has been placed by him in his Cas. . 15. The complainant thereafter closed his evidence. 16. The statement of the accused under S.  313 crpc,audio_44_99.mp3
was then recorded on 09.12.2022. He stated that the documents which have been furnished by cw2 were never authorized by him. That they are forged,audio_44_100.mp3
and fabricated. That the e-mail which have been furnished has no relevance to the present matter. That there exists no due on him with respect,audio_44_101.mp3
to the complainant. That whatever due which he had has already been paid by him to the complainant. That the cheque in question were in,audio_44_102.mp3
possession of the vijay thakur for business purposes since he used to travel abroad and he had issued instructions that the cheque would not be,audio_44_103.mp3
"issued without his knowledge. However, the cheques in question have been misused by vijay thakur. That he have never given any authorization to anyone. 17.",audio_44_104.mp3
"The accused opted to lead his defence evidence, however, on 27.02.2023 he closed his de. 18. Evidences and documents on record perused carefully. Arguments heard.",audio_44_105.mp3
"Law pointpyara singh vs.  . M/s alkarma page 1 of 24 on 14 july, 2023",audio_44_106.mp3
Governs the adjudication of cases under S.  138 ni act. A bare reading of S.  138 ni act reveals that in addition to the cheque,audio_44_107.mp3
"being issued for the discharge, in whole or in part, of any debt or other liability; following are the ingredients which constitute an offence:- a.",audio_44_108.mp3
That a person drew a cheque on an account maintained by him with the banker; a. That such a cheque when presented to the bank,audio_44_109.mp3
is returned by the bank unpaid; b. That such a cheque was presented to the bank within a period of six months from the date,audio_44_110.mp3
it was drawn or within the period of its validity whichever is earlier; c. That the payee demanded in writing from the drawer of the,audio_44_111.mp3
cheque the payment of the amount of money due under the cheque to payee; and d. Such a notice of payment is made within a,audio_44_112.mp3
period of 30 days from the date of the receipt of the information by the payee from the bank regarding the return of the cheque,audio_44_113.mp3
"as unpaid. (para 26, n. Harihara krishnan vs.  j. Thomas, (2018) 13 scc 663, referred to in himanshu vs.  b. Shivamurthy (2019) 3 scc 797)",audio_44_114.mp3
"20. S.  138 is to be r/w  the presumption, being a rebuttable presumption, as contained in S.  139. S.  139 provides that: ""presumption in",audio_44_115.mp3
"favour of holder - it shall be presumed, unless the contrary is proved, that the holder of a cheque received the cheque of the nature",audio_44_116.mp3
"referred to in S.  138 for the discharge, in whole or in part, of any debt or other liability."" 21. Thus, in cheque bouncing cases,",audio_44_117.mp3
"the judicial scrutiny revolves around the satisfaction of ingredients enumerated under S.  138 ni act and if so, whether the accused was able to rebut",audio_44_118.mp3
the statutory presumption contemplated by S.  139 ni act. S.  139 is an example of reverse onus Cl.  which usually imposes an evidentiary burden and,audio_44_119.mp3
"not a persuasive burden. In other words, evidence of a character, not to prove a fact affirmatively, but to lead evidence to show non- existence",audio_44_120.mp3
"of a liability. Further the law is well settled that when an accused has to rebut the presumption under S.  139, the standard of proof",audio_44_121.mp3
"of doing so is that of ""preponderance of probability"" (rangappa vs.  sri mohan (2010) 11 scc 441). Once execution of cheque is admitted, it is",audio_44_122.mp3
"a legal presumption under S.  139 of negotiable instrument act, the cheque was issued for discharging legally enforceable debt. 22. Attention is also invited to",audio_44_123.mp3
"S.  118(a) wherein a presumption of the cheque having been issued in discharge of a legally sustainable liability and drawn for good consideration, arises. S. ",audio_44_124.mp3
"118 of the n.i act provides:- ""presumptions as to negotiable instruments: until the contrary is proved, the following presumptions shall be made: (a) of consideration",audio_44_125.mp3
"- that every negotiable instrument was made or drawn for consideration, and that every such instrument,pyara singh vs.  . M/s alkarma page 1 of 24",audio_44_126.mp3
"on 14 july, 2023",audio_44_127.mp3
"Indorsed, negotiated or transferred for consideration;"" 23. Hence, it can be seen that from its very inception a presumption that the cheque was issued in",audio_44_128.mp3
discharge of a debt or other liability subsists in favour of the complainant and onus rests upon the accused to rebut the existing presumption on,audio_44_129.mp3
"the touchstone of preponderance of probability. 24. Further, the accused in a trial under S.  138 has two options. He can either show that consideration",audio_44_130.mp3
and debt did not exist or that under the particular circumstances of the Cas.  the non-existence of consideration and debt is so probable that a,audio_44_131.mp3
"prudent man ought to suppose that no consideration and debt existed (para 20, kumar exports vs.  sharma carpets (2009) 2 scc 513). The accused can",audio_44_132.mp3
"also show that he has already returned the amount taken by him. Analysis & conclusion 25. Now, the law is also well settled that ""once",audio_44_133.mp3
"the cheque relates to the account of the accused and he accepts and admits the signatures on the said cheque, then initial presumption as contemplated",audio_44_134.mp3
"under S.  139 of the NI Act  has to be raised by the court in favor of the complainant."" (rangappa vs.  mohan, air 2010",audio_44_135.mp3
"SC  1898). Reference can also be made to k. Bhaskaran vs.  . Sankaran vaidhyan balan 1999 (4) rcr (Crl. ) 309, wherein it has been",audio_44_136.mp3
"held by the Hon'ble  SC  as under: ""as the signature in the cheque is admitted to be that of the accused, the presumption envisaged",audio_44_137.mp3
in S.  118 of the act can legally be inferred that the cheque was made or drawn for consideration on the date which the cheque,audio_44_138.mp3
bears. S.  139 of the act enjoins on the court to presume that the holder of the cheque received it for the discharge of any,audio_44_139.mp3
"debt or liability."" 26. In this matter, the accused has admitted his signature. Therefore, the presumption under S.  139 ni act does get raised in",audio_44_140.mp3
"favor of the complainant and against the accused. Thus, the accused now has to rebut the presumption on the touchstone of preponderance of probabilities. Further,",audio_44_141.mp3
"the accused has not lead his defence evidence. However, the law is also well settled that the accused in order to rebut the presumption need",audio_44_142.mp3
not to step into the witness box or lead his defence evidence. The accused can through the material brought on record by the complainant can,audio_44_143.mp3
"also rebut the presumption existing against him. 27. At the outset, on the close scrutiny and appraisal of the original cheque in question marked as",audio_44_144.mp3
"ex cw1/a it clearly transpires that the same had been issued as per the above details. Further, the cheque in question got dishonored vide returning",audio_44_145.mp3
"memo dated 11.03.2019 with remarks ""kindly contact drawer"" marked as ex cw 1/b. Thus, one of the essential ingredients of S.  138 i.e., that a",audio_44_146.mp3
person drew a cheque on an account maintained by him with the banker; and that such a cheque when presented to the bank is returned,audio_44_147.mp3
"by the bank unpaid, stands fulfilled. Further, on a co-joint reading of the cheque in question ex cw 1/a and return memo ex cw 1/b,",audio_44_148.mp3
"it also standspyara singh vs.  . M/s alkarma page 1 of 24 on 14 july, 2023",audio_44_149.mp3
"Drawn"". 28. The legal notice dated 13.03.2019 ex cw 1/c further proves that the same was issued on 13.03.2019 and dispatched vide postal receipts ex",audio_44_150.mp3
"cw1/d to ex cw1/f. Now, the accused has denied the receipt of legal notice. 29. The Hon'ble  SC  in k bhaskaran vs.  sankaran vaidhyan",audio_44_151.mp3
"balan (1999) 7 scc 510 in para 18 observed thus: ""......'giving notice' in the context is not the same as 'receipt of notice'. Giving is",audio_44_152.mp3
"a process of which receipt is the accomplishment. It is for the payee to perform the former process i.e. Giving, by sending the notice to",audio_44_153.mp3
"the drawer at the correct address....."" 30. Further, in para 24 of the above said judgment the Hon'ble  SC  held that where the sender",audio_44_154.mp3
"has dispatched the notice by post with correct address written on it, the principle Inc.  in S.  27 of general clauses act could profitably be",audio_44_155.mp3
imported in such a Cas. . It was further held that in this situation service of notice is deemed to have been effected on the sendee.,audio_44_156.mp3
31. Law with respect to the delivery of legal notice by post and the presumption with respect to the same has been succinctly put forth,audio_44_157.mp3
by the Hon'ble  SC  in c c alavi haji vs.  palapetty muhammed (2007) 6 scc 555. Para 13 & 14 of the judgment is,audio_44_158.mp3
"worth mentioning as under: ""13. According to S.  114 of the act, r/w  illustration (f) thereunder, when it appears to the court that the",audio_44_159.mp3
"common course of business renders it probable that a thing would happen, the court may draw presumption that the thing would have happened, unless there",audio_44_160.mp3
"are circumstances in a particular Cas.  to show that the common course of business was not followed. Thus, S.  114 enables the court to presume",audio_44_161.mp3
"the existence of any fact which it thinks likely to have happened, regard being had to the common course of natural events, human conduct and",audio_44_162.mp3
"public and Pvt.  business in their relation to the facts of the particular Cas. . Consequently, the court can presume that the common course of business",audio_44_163.mp3
"has been followed in particular cases. When applied to communications sent by post, S.  114 enables the court to presume that in the common course",audio_44_164.mp3
"of natural events, the communication would have been delivered at the address of the addressee. But the presumption i.e.  raised under S.  27 of",audio_44_165.mp3
"the g.c. Act is a far stronger presumption. Further, while S.  114 of evidence act refers to a general presumption, S.  27 refers to a",audio_44_166.mp3
specific presumption 14. S.  27 gives rise to a presumption that service of notice has been effected when it is sent to the correct address,audio_44_167.mp3
"by registered post. In view of the said presumption, when stating that a notice has been sent by registered post to the address of the",audio_44_168.mp3
"drawer, it is unnecessary to further aver in the complaint that in spitepyara singh vs.  . M/s alkarma page 1 of 24 on 14 july,",audio_44_169.mp3
2023,audio_44_170.mp3
"Addressee is deemed to have knowledge of the notice. Unless and until the contrary is proved by the addressee, service of notice is deemed to",audio_44_171.mp3
"have been effected at the time at which the letter would have been delivered in the ordinary course of business. 32. Thus, in view of",audio_44_172.mp3
the law as above said and the fact that the address given by accused in his notice under S.  251 crpc being the same address,audio_44_173.mp3
"which finds mention in the legal notice and that the legal notice was duly dispatched through postal receipt, the mandatory statutory legal notice marked as",audio_44_174.mp3
"ex cw 1/c is deemed to have been served on the accused in the present Cas. . Thus, the factum of issuance and receipt of mandatory",audio_44_175.mp3
"statutory legal notice also stands proved based on the documentary evidence of legal notice, postal receipts. It has been also proved that despite issuance of",audio_44_176.mp3
"legal notice, the accused had failed to make the payment of the cheque amount. 33. Before noting the line of defence of the accused that",audio_44_177.mp3
"can be deduced through the cross examination of the complainant witnesses, it is apposite to note the admitted facts in the present matter: a) the",audio_44_178.mp3
"accused is a partnership firm. This has been established in view of the consistent position of cw 1 as well as cw 2. Furthermore, nowhere",audio_44_179.mp3
during the course of the trial the accused has disputed that alkarna is not a partnership firm. Not a single suggestion disputing alkarma not being,audio_44_180.mp3
a partnership firm has been put forth by the accused. B) accused sandeep chaudhary is the partner and authorized signatory of accused alkarma firm. The,audio_44_181.mp3
same stands proved on a co-joint reading and perusal of the cheque in question and notice under S.  251 crpc. The accused sandeep chaudhary has,audio_44_182.mp3
"admitted his signatures on the cheque in question and perusal of the cheque reflects that the same is belong to ""alkarma"" of which sandeep chaudhary",audio_44_183.mp3
"is the authorized signatory. Furthermore, it is also not the Cas.  of the accused that he is not the authorized signatory/partner of accused alkarma. C)",audio_44_184.mp3
complainant used to work for the accused alkarma. This has also not been disputed by the accused. Not a single suggestion or question has been,audio_44_185.mp3
put by the accused which could directly or indirectly goes on to establish that it is the Cas.  of the accused that the complainant has,audio_44_186.mp3
"no connection whatsoever with the accused alkarma firm or that complainant was never an employee of the accused firm. As a matter of fact, ex",audio_44_187.mp3
"cw1/j i.e., proof of appointment and id card brought on record by the complaint further cements the position that the complainant indeed was the employee",audio_44_188.mp3
"of accused alkarma firm. 34. In order to rebut the presumption existing in favor of the complainant, the accused through the cross examination and notice",audio_44_189.mp3
under S.  251 crpc attempted to create following line of defence: (a)the cheque in question was never issued to the complainant.pyara singh vs.  . M/s,audio_44_190.mp3
"alkarma page 1 of 24 on 14 july, 2023",audio_44_191.mp3
Outstanding amount claimed by the complainant. (c)the blank signed cheques were used to be kept in his office for daily use and the same were,audio_44_192.mp3
taken from the said office and misused. (notice under S.  251 crpc.) (d)the cheque in question were in possession of cw2 vijay thakur and the,audio_44_193.mp3
same has been misused by vijay thakur and never gave authorization to anyone regarding the issuance of cheque in question. (statement under S.  313 crpc.),audio_44_194.mp3
(e)whatever documents that have been brought on record by the complainant and his witness are forged and fabricated and were never created by him. (f),audio_44_195.mp3
"whatever due, if any, is there against him has already been paid by him to the complainant. (statement under S.  313 crpc.) 35. The line",audio_44_196.mp3
of defence raised by the accused appears to be incredible. In his notice under S.  251 crpc he only stated that blank signed cheques used,audio_44_197.mp3
"to be kept in his office for daily use and the same were taken from the said office and misused. Here, the accused never even",audio_44_198.mp3
"mentioned as to who took the said cheques or when the said cheques were taken. However, only when the complainant examined cw 2 i.e., vijay",audio_44_199.mp3
"thakur, the accused in his statement under S.  313 crpc modified and changed his position and stated that the cheque in question were in possession",audio_44_200.mp3
of vijay thakur and the same have been misused by vijay thakur. 36. During the course of the trial objection was raised with respect to,audio_44_201.mp3
"full and final settlement brought on record since the same was not original. The objection was also decided in favor of the accused. However, mere",audio_44_202.mp3
"absence of settlement agreement by itself does not in any manner create probable defence in favor of the accused, viewed specifically in the light of",audio_44_203.mp3
"the fact that the complainant was the employee of the accused firm and further cw1 i.e., the complainant and cw 2 i.e., vijay thakur through",audio_44_204.mp3
"their testimony has been able to establish that a settlement was arrived between the accused firm and the complainant. 37. Furthermore, the accused never initiated",audio_44_205.mp3
"any complaint or legal proceedings with respect to the misuse of the cheque. As a matter of fact, there exists a total of 3 cheques",audio_44_206.mp3
bounce cases pending between the accused and the complainant in the same court. A total of 33 cases are pending against the accused with respect,audio_44_207.mp3
to multiple cheques in the same court. It is highly unnatural and improbable that where close to three dozen cheque bounce cases have been filed,audio_44_208.mp3
"against the accused and he takes a stand that all the cheques have been misused, not a single complaint or legal proceedings or even a",audio_44_209.mp3
stop payment instruction has been initiated by the accused. This conduct of the accused further weakens his line of defence. 38. Anr.  point which is,audio_44_210.mp3
"noticeable is that during the cross examination of the complainant as well as cw 2 i.e., vijay thakur, the counsel of the accused took a",audio_44_211.mp3
"line of defence that the documents which has been filed on record i.e., settlement, does not bear the signature of the accused and onlypyara singh",audio_44_212.mp3
"vs.  . M/s alkarma page 1 of 24 on 14 july, 2023",audio_44_213.mp3
His witness attempted to establish that cw 2 was never authorized by the accused to enter into any settlement with the complainant. This line of,audio_44_214.mp3
"defence also does not hold much water. It stands proved through the testimony of cw 2 i.e., vijay thakur that he was also the employee",audio_44_215.mp3
of accused firm and was working in the position of Sr.  manager. The same also stands proved through the documents which has been brought on,audio_44_216.mp3
record by cw 2 which are on the letter head of the accused firm. 39. Cw 2 further brought on record authorization letter dated 08.01.2018,audio_44_217.mp3
ex cw2/b which does establish that he was duly authorized. Although the accused did attempt to show that since the settlement was dated 30.11.2017 and,audio_44_218.mp3
"whereas the authorization letter ex cw2/b is of 08.01.2018, cw 2 was never authorized to enter into any settlement agreement on behalf of the accused.",audio_44_219.mp3
"However, a plausible explanation to this effect was given by cw 2 in his cross examination that since he was working in continuity with the",audio_44_220.mp3
accused firm he was under directions form the accused to sign mark a and mark b whereas the accused in writing had issued the Auth. ,audio_44_221.mp3
letter to him on 08.01.2018. It is proved that cw 2 has been working in the position of Sr.  manager with accused alkarma and was,audio_44_222.mp3
"also authorized to issue identity cards to the employees of the accused alkarma. Further, cw 2 has been working in the accused firm since 1993.",audio_44_223.mp3
"In view the abovesaid long tenure and responsible position, the delay of merely a month in the issuance of the authorization letter does not create",audio_44_224.mp3
"any reasonable doubt that cw 2 was never authorized by accused sandeep chaudhary to enter into settlement on behalf of accused firm. 40. Furthermore, a",audio_44_225.mp3
"suggestion was put during the cross examination of cw 2 that ex cw2/b i.e., the authorization letter is forged and fabricated. However, mere suggestion by",audio_44_226.mp3
itself does not prove that the document is forged and fabricated. Something more ought to be brought on record to establish the same. It is,audio_44_227.mp3
not the Cas.  of the accused that he has initiated any Crl.  proceedings with respect to the forging and fabrication of ex cw2/b. No material,audio_44_228.mp3
"whatsoever has been brought on record by accused to even suggest the same. Thus, it stands proved that cw 2 was authorized to enter into",audio_44_229.mp3
settlement agreement on behalf of accused firm with the complainant. 41. The accused had an option to examine himself as a witness which the accused,audio_44_230.mp3
"opted not to avail. Where the accused does not examine himself as a witness, his statement under S.  281 cr. P.c. Or 313 cr. P.c.",audio_44_231.mp3
Cannot be read as evidence of the accused and it has to be looked into only as an explanation of the incriminating circumstance and not,audio_44_232.mp3
as evidence. There is no presumption of law that explanation given by the accused was truthful (v.S.  yadav vs.  reena 2010 scc online del 3294).,audio_44_233.mp3
"In the present matter, in his statement under S.  313 crpc the accused stated that the documents brought by cw 2 were never authorized by",audio_44_234.mp3
"him and they are forged and fabricated. If the accused wanted to prove this, he was supposed to appear in the witness box and testify",audio_44_235.mp3
"and get himself subjected to cross examination. Furthermore, nothing came in the cross examination of cw 2 so as to cast any doubt on the",audio_44_236.mp3
"documents brought on record by him. 42. During the cross examination of the complainant, a suggestion was put to the complainant that there is nothing",audio_44_237.mp3
"due against the accused/firm and that the complainant has already received his entire due from the accused when he left the firm. In other words,",audio_44_238.mp3
"it is the stand of the accused thatpyara singh vs.  . M/s alkarma page 1 of 24 on 14 july, 2023",audio_44_239.mp3
"Accused/firm. The same was, however, denied by the complainant. The abovesaid position of the accused further stands corroborated through the statement of the accused under",audio_44_240.mp3
S.  313 crpc wherein the accused stated that whatever due which he had has already been paid by him to the complainant. 43. At this,audio_44_241.mp3
"juncture it is pertinent to note that in terms of S.  1 sub-S.  (4) of payment of wages act, the act is applicable to a",audio_44_242.mp3
"factory. Now, the accused firm alkarma is a factory. The same is proved on perusal of form no 3a i.e., notice of change of manager",audio_44_243.mp3
brought on record by cw 2. 44. S.  13 a of payment of wages act is as follows: [13a. Maintenance of registers and records.--(1) every,audio_44_244.mp3
"employer shall maintain such registers and records giving such particulars of persons employed by him, the work performed by them, the wages paid to them,",audio_44_245.mp3
"the deductions made from their wages, the receipts given by them and such other particulars and in such form as may be prescribed. (2) every",audio_44_246.mp3
"register and record required to be maintained under this S.  shall, for the purposes of this act, be preserved for a period of three years",audio_44_247.mp3
"after the date of the last entry made therein.] 45. Thus, as can be seen S.  13a mandates that an employer shall maintain registers and",audio_44_248.mp3
"records of person employed by him, work performed, wages paid, deductions made, and receipts given. Alkarma being a factory was therefore required to maintain the",audio_44_249.mp3
registers as per the labor legislations. The accused brought no registers maintained by him in this regard. If the stand of the accused is that,audio_44_250.mp3
"he had already paid all the dues to the complainant, he ought to have brought the registers which were maintained by him reflecting the same,",audio_44_251.mp3
"however, the accused brought nothing on record. Thus, adverse inference needs to be drawn against the accused firm and further the defence raised by the",audio_44_252.mp3
"accused regarding due payment already been made to the complainant stands rejected. 46. The present matter, as per the memo of parties has been filed",audio_44_253.mp3
against m/s alkarma through its partner sandeep chaudhary. In the complaint there exists a separate averment that accused sandeep chaudhary is partner of m/s alkarma,audio_44_254.mp3
"and was/is looking after day-to-day affairs and is the authorized signatory of the Co. . Further, accused sandeep chaudhary signed on the cheque in question as",audio_44_255.mp3
the authorized signatory of alkarma. Notice under S.  251 crpc was also framed against accused sandeep chaudhary as partner of accused alkarma. It is also,audio_44_256.mp3
not the Cas.  of the accused sandeep chaudhary that he is not the partner or authorized signatory of accused alkarma. In fact the entire defence,audio_44_257.mp3
"of accused sandeep chaudhary was raised on the premise that accused sandeep chaudhary is the partner of accused alkarma. Hence, in the present matter the",audio_44_258.mp3
"accused sandeep chaudhary was separately arraigned as an accused along with m/s alkarma. Thus, accused sandeep chaudhary is also vicariously liable in terms of S. ",audio_44_259.mp3
"141 ni act being the partner of accused firm.pyara singh vs.  . M/s alkarma page 1 of 24 on 14 july, 2023",audio_44_260.mp3
"Statement of the accused under S.  313 cr.p.c, the accused has failed to create a dent/doubt in the Cas.  of the complainant and it is",audio_44_261.mp3
"clear that the accused had committed an offence under S.  138 of the NI Act . Further, the complainant has also been able to establish",audio_44_262.mp3
"his Cas. . 48. On the basis of the above said analysis and conclusions arrived, the accused viz.  i) m/s alkarma and ii) sh sandeep chaudhary",audio_44_263.mp3
s/o shri subhash chaudhary is convicted for the commission of the offence punishable under S.  138 of the act. This judgment contains 24 pages. Every,audio_44_264.mp3
page of this judgment has been signed by me. Digitally signed by harshal harshal negi announced in the open court negi date: 2023.07.14 on this,audio_44_265.mp3
"day of 14th july, 2023 16:46:31 +0530 (harshal negi) mm(ni act)-05/south-west district dwarka courts/new delhpyara singh vs.  . M/s alkarma page 1 of 24 on",audio_44_266.mp3
"14 july, 2023",audio_44_267.mp3
"M/S.  baba steels suppliers vs.  sri. Krishna shelters pvt. Ltd on 24 january, 2022 in the court of xx addl.chief MM  at bengaluru city",audio_45_1.mp3
"present: bhola pandit, b.com.,ll.m., xx addl. C.m.m. Bengaluru. Dated this the 24th day of january 2022 c.c.no.1899 of 2019 complainant : m/s. Baba steels suppliers,",audio_45_2.mp3
"sy.no.201/2, village & post marsur, chandapura, anekal road, bengaluru- 560 106. Also at: adminstrative office no.m-04, premier presidency, 35/7, langford road, longford town, bengaluru- 560",audio_45_3.mp3
"025. Represented by its proprietor, sri.vijay kumar chaudhary. { by sri.janeker.c.krishana - Adv.  } vs. Accused : 1.sri. Krishna shelters pvt. Ltd., no.59, ""sri krishna",audio_45_4.mp3
"sudha"", west anjaneya temple street, 2 c.c.1899/2019 off.basavanagudi main road, gandhi bazar, bengaluru- 560 004. Represented by its managing director, Mr.  raghavendra kendalli ashwath. 2.",audio_45_5.mp3
"Mr.  raghavendra kendalli ashwath,m/S.  baba steels suppliers vs.  sri. Krishna shelters pvt. Ltd on 24 january, 2022",audio_45_6.mp3
"sri. Krishna shelters pvt. Ltd., no.59, ""sri krishna sudha"", west anjaneya temple street, off.basavanagudi main road, gandhi bazar, bengaluru- 560 004. 3. Mr.  kendalli ashwathnarayana",audio_45_7.mp3
"rao anil kumar, managing director, sri. Krishna shelters pvt. Ltd., no.59, ""sri krishna sudha"", west anjaneya temple street, off.basavanagudi main road, gandhi bazar, bengaluru- 560",audio_45_8.mp3
"004. { by sri.praveen hegde - Adv.  } offence complained : u/S.  138 of n.i. Act., plea of accused : pleaded not guilty 3 c.c.1899/2019",audio_45_9.mp3
final order : accused no.1 to 3 are convicted date of order : 24-01-2022 judgment the present complaint is filed under S.  2(d) r/w ,audio_45_10.mp3
S.  200 of Cr.P.C.  against the accused persons seeking to punish them for the offence punishable under S.  138 of the negotiable,audio_45_11.mp3
"instruments act ( in short referred as ""n.i. Act""). 02. The factual matrix of the complaint is summarized as under; it is alleged in the",audio_45_12.mp3
"complaint that, the complainant is a dealer in iron and steel products, registered with commercial tax Dept. . Accused no.1 is a Pvt.  Ltd.  Co.  and",audio_45_13.mp3
accused no.2 & 3 are its managing director and director respectively. Accused no.2 & 3 involved in day to day business of accused no.1 Co. .,audio_45_14.mp3
"It is further alleged that, from 2015-2016, 2016-2017 & 2017-2018, the accused no.1 firm purchased iron and steels (tmt rebars) from the complainant by placing",audio_45_15.mp3
an order and the complainant has supplied the materials based on the purchase order and the invoices were raised in the name of accused no.1,audio_45_16.mp3
"and in this regard, a running account is maintained in the name of accused no.1 firm. Similarly, 5 purchase orders, 26 invoices andm/S.  baba steels",audio_45_17.mp3
"suppliers vs.  sri. Krishna shelters pvt. Ltd on 24 january, 2022",audio_45_18.mp3
"It is contended that, after receipt of materials from the complainant, the accused started postponing the payments and also keep an issuing fresh cheques one",audio_45_19.mp3
"after Anr.  with a request not to present the cheques as the accused was in financial problem. Finally, the accused has issued one cheque, which",audio_45_20.mp3
"was dishonored. Therefore, a complaint in cc.no.20578/2016 has been filed before the small causes judge (scch-8) and acmm at bengaluru. During the pendency of the",audio_45_21.mp3
"said Cas.  mostly in the month of january 2018, the accused has offered to discharge their liability in 15 installments and given acknowledgement along with",audio_45_22.mp3
"15 cheques for rs.42,46,000/- to the complainant as a fully and final settlement of the above said invoices and interest on delayed payments. The details",audio_45_23.mp3
"of the post dated cheques are shown as under; sl. Cheque dated amount bank name and No.  nos. Branch 1. 879831 25.01.2018 Rs.  2,00,000/- state",audio_45_24.mp3
"bank of india, smc jayanagar, bengaluru. 2. 879832 25.02.2018 Rs.  2,00,000/- state bank of india, smc jayanagar, bengaluru. 3. 879833 25.03.2018 Rs.  2,00,000/- state bank",audio_45_25.mp3
"of india, smc jayanagar, bengaluru. 4. 879834 25.04.2018 Rs.  2,00,000/- state bank of india, smc jayanagar, bengaluru. 5. 879835 25.05.2018 Rs.  3,00,000/- state bank of",audio_45_26.mp3
"india, smc jayanagar, bengaluru. 6. 879836 25.06.2018 Rs.  3,00,000/- state bank of india, smc jayanagar, bengaluru. 7. 879837 25.07.2018 Rs.  3,00,000/- state bank of india,",audio_45_27.mp3
"smc jayanagar, bengaluru. 8. 879838 25.08.2018 Rs.  3,00,000/- state bank of india, smc jayanagar, bengaluru. 9. 879846 25.09.2018 Rs.  4,00,000/- state bank of india, smc",audio_45_28.mp3
"jayanagar, bengaluru. 10. 879840 25.10.2018 Rs.  4,00,000/- state bank of india, smc jayanagar, bengaluru. 11. 879841 25.11.2018 Rs.  4,00,000/- state bank of india, smc jayanagar,",audio_45_29.mp3
"bengaluru.m/S.  baba steels suppliers vs.  sri. Krishna shelters pvt. Ltd on 24 january, 2022",audio_45_30.mp3
"13. 879843 25.01.2019 Rs.  3,00,000/- state bank of india, smc jayanagar, bengaluru. 14. 879844 25.02.2019 Rs.  3,00,000/- state bank of india, smc jayanagar, bengaluru. 15.",audio_45_31.mp3
"879845 25.03.2019 Rs.  3,00,000/- state bank of india, smc jayanagar, bengaluru. A copy of the acknowledgement dated 19.01.2018 was also executed. As per the said",audio_45_32.mp3
"acknowledgement, the cheque at sl no.1 was presented , it has dishonored due to ""funds insufficient"" & ""payment stopped by the drawer"" and when the",audio_45_33.mp3
"said fact has been informed to the accused no.2, he has paid rs.2,01,000/- through neft and the 2nd cheque was honoured for rs.2,00,000/-. However, on",audio_45_34.mp3
"presentation of the cheques at sl.No.  3 to 5 were not honoured by the accused as per the promise to their agreed terms. Hence, the",audio_45_35.mp3
"complainant filed cheque bounce Cas.  against accused before this court in cc.no.21887/2018. Again on the dishonour of cheques at sl.no.6 to 8, the complainant has",audio_45_36.mp3
"filed cheque bounce Cas.  against the accused before this court in cc.no.28099/2018. That the cheques at sl.no.9 to 11 having matured and being riped, the",audio_45_37.mp3
"complainant presented the below mentioned cheques for encashment, but they returned unpaid as "" payment stopped by drawer"". The details of the dishonoured cheques are",audio_45_38.mp3
"as under; 1. Cheque bearing no.879846 dated 25.09.2018 for rs.4,00,000/-, 2. Cheque beraring no.879840 dated 25.10.2018 for Rs.  4,00,000/- & 3. Cheque bearing no.879841 dated",audio_45_39.mp3
"25.11.2018 for rs.4,00,000/-. The above all the cheques were drawn on state bank of india, smc jayanagara branch, bengaluru. As per the banker's endorsements dated",audio_45_40.mp3
"11.12.2018 & 28.11.2018 as "" payment stopped by drawer"". Therefore, on 21.12.2018, the complainant has issued demand notice to the accused demanding for the payment",audio_45_41.mp3
"of dishonored above said three cheques and the said notice was served on 24.12.2018. Inspite of service of statutory notice, the accused neither has paid",audio_45_42.mp3
"the cheques amount of rs.12,00,000/- nor has given any reply to the said notice. On these grounds, it is sought to punish the accused persons",audio_45_43.mp3
"under S.  138 of ni act and award the compensation as per S.  357 of Cr.P.C. . 03. On presentation of complaint, this",audio_45_44.mp3
court has verified the averments of complaint and annexed documents produced and thereby had taken cognizance for the offence punishable under S.  138 of ni,audio_45_45.mp3
"act. Thereby, as per the verdict of the Hon'ble  apex court in the Cas.  of indian bank Assn.  and Ors.  v/s UOI  and",audio_45_46.mp3
"Anr. , reported in 2014 (5) scc 590, the sworn statement of the complainant has been recorded by Aff.  as pw.1 and in all got marked",audio_45_47.mp3
sixty seven documents at ex.p.01 to 67. After hearing the learned counsel for the complainant and also on perusal of the materials on record having,audio_45_48.mp3
"been made out the prima-facie Cas. , the complaint has been registered in register No.  iii and issued summons to the accused.m/S.  baba steels suppliers vs. ",audio_45_49.mp3
"sri. Krishna shelters pvt. Ltd on 24 january, 2022",audio_45_50.mp3
"Through their counsel and filed bail applications under S.  436 of Cr.P.C. , the accused no.2 & 3 have been enlarged on bail.",audio_45_51.mp3
The substance of accusation has been prepared and read over and explained to both of them and they pleaded not guilty and also not stated,audio_45_52.mp3
"their defense. On the basis of Appl.  filed under under S.  145(2) of ni act, the accused persons have been permitted to cross examine pw.1.",audio_45_53.mp3
"On concluding the trial of the complainant's side, the statement of accused under S.  313 of Cr.P.C.  has been recorded and read",audio_45_54.mp3
"over to both the accused persons, the incriminating material found in the trial of the Cas.  of the complainant. The accused persons have denied the",audio_45_55.mp3
"same in toto and gave explanation stating that, they have given reply notice to the legal notice issued by the complainant and further stated that,",audio_45_56.mp3
